"logFC"	"logCPM"	"LR"	"PValue"	"FDR"
"CDS:b0693:speF:ornithine_decarboxylase_isozyme2C_inducible:cds679:-:2198:NC_000913.3"	1.42904578556012	3.49444196858994	1.19994234815552	0.273333201342022	0.52561347761313
"CDS:b3746:ravA:hexameric_AAA2B_MoxR_family_ATPase2C_putative_molecular_chaperone:cds3694:-:1496:NC_000913.3"	-0.640549137005444	7.93387329982565	1.19821649669658	0.27367843472232	0.526049724872834
"CDS:b0541:insF1:IS3_transposase_B:cds532:+:866:NC_000913.3"	1.19292644350792	3.07690109412021	1.19376817177609	0.274570787050833	0.527419164349539
"CDS:b1634:dtpA:dipeptide_and_tripeptide_permease_A:cds1623:+:1502:NC_000913.3"	-0.614700789373831	7.41241712811988	1.19203586381862	0.274919282781986	0.527419164349539
"CDS:b4331:kptA:RNA_227-phosphotransferase:cds4249:+:554:NC_000913.3"	-0.933547112513439	4.59785807592263	1.19188374202771	0.274949912282071	0.527419164349539
"CDS:b0353:mhpT:3-hydroxyphenylpropionic_transporter:cds349:+:1211:NC_000913.3"	1.07013322319695	3.58739463018679	1.19179115703062	0.274968556233192	0.527419164349539
"CDS:b4298:yjhH:putative_lyase2Fsynthase:cds4212:-:905:NC_000913.3"	1.13329537367422	3.24442225371879	1.19146500314639	0.275034246875601	0.527419164349539
"CDS:b2379:alaC:valine-pyruvate_aminotransferase_3:cds2364:-:1238:NC_000913.3"	0.676065720704414	5.86739890701543	1.19112387055523	0.275102975464049	0.527419164349539
"CDS:b1635:gstA:glutathionine_S-transferase:cds1624:+:605:NC_000913.3"	-0.699493142977292	6.28282773584865	1.18895847804049	0.275539744303996	0.528028729489848
"CDS:b2594:rluD:23S_rRNA_pseudouridine2819112C19152C191729_synthase:cds2573:-:980:NC_000913.3"	-0.637698227392156	6.99164662791925	1.18355093632211	0.276634279347102	0.529897731645915
"CDS:b4402:yjjY:uncharacterized_protein:cds4317:+:140:NC_000913.3"	-1.51746474429608	2.9101053496804	1.18088714095038	0.277175465285959	0.530705630215771
"CDS:b0044:fixX:putative_4Fe-4S_ferredoxin-type_protein:cds42:+:287:NC_000913.3"	1.84679440831321	1.99577772616168	1.17961151841529	0.277435096866739	0.530745402701588
"CDS:b0292:ecpB:ECP_production_pilus_chaperone:cds288:-:668:NC_000913.3"	1.84679440831321	1.99577772616168	1.17961151841529	0.277435096866739	0.530745402701588
"CDS:b2923:argO:arginine_transporter:cds2879:-:635:NC_000913.3"	-1.12225835627137	3.71180630529713	1.17710773877008	0.277945589922107	0.531436264293257
"CDS:b1116:lolC:lipoprotein-releasing_system_transmembrane_protein:cds1093:+:1199:NC_000913.3"	-0.638210202821392	6.6621209948515	1.17666785587168	0.27803539929834	0.531436264293257
"CDS:b1745:astB:succinylarginine_dihydrolase:cds1733:-:1343:NC_000913.3"	1.56761808101286	2.48138118978455	1.17583169224263	0.278206216728756	0.53153414752476
"CDS:b4076:nrfG:heme_lyase_28NrfEFG29_for_insertion_of_heme_into_c5522C_subunit_NrfG:cds3992:+:596:NC_000913.3"	-1.4425597574249	4.47008281076101	1.17407456678194	0.278565605748467	0.531928586505002
"CDS:b3465:rsmD:16S_rRNA_m28229G966_methyltransferase2C_SAM-dependent:cds3400:+:596:NC_000913.3"	-0.903887939962414	4.65037984850452	1.17365230639818	0.278652058817202	0.531928586505002
"CDS:b0955:ycbZ:putative_peptidase:cds935:-:1760:NC_000913.3"	0.609450758552287	7.11732964913532	1.17164648767835	0.279063189757457	0.532119584526432
"CDS:b2719:hycG:hydrogenase_3_and_formate_hydrogenase_complex2C_HycG_subunit:cds2681:-:767:NC_000913.3"	1.34504054718582	2.54419117607621	1.17139018181374	0.279115779626789	0.532119584526432
"CDS:b2725:hycA:regulator_of_the_transcriptional_regulator_FhlA:cds2687:-:461:NC_000913.3"	1.34504054718582	2.54419117607621	1.17139018181374	0.279115779626789	0.532119584526432
"CDS:b4273:insD1:IS2_transposase_TnpB:cds4187:+:905:NC_000913.3"	1.09585912702253	3.97080882513294	1.1708285114633	0.27923106910793	0.532119584526432
"CDS:b3929:rraA:ribonuclease_E_28RNase_E29_inhibitor_protein:cds3856:-:485:NC_000913.3"	-0.651180898800234	9.05171762380519	1.16726706092197	0.279963498276801	0.533286663669997
"CDS:b4268:idnK:D-gluconate_kinase2C_thermosensitive:cds4183:+:563:NC_000913.3"	-0.992486686649527	4.11165085218532	1.16581838334719	0.280262119033815	0.533576222713965
"CDS:b2930:yggF:fructose_12C6_bisphosphatase_isozyme:cds2886:-:965:NC_000913.3"	1.50959040205182	2.63473777358631	1.16481976831279	0.280468200975796	0.533576222713965
"CDS:b3182:dacB:D-alanyl-D-alanine_carboxypeptidase:cds3126:+:1433:NC_000913.3"	0.736504755571624	5.60645218213888	1.16478339807531	0.280475710229483	0.533576222713965
"CDS:b4387:ytjB:SMP_2_family_putative_membrane-anchored_periplasmic_protein:cds4302:-:644:NC_000913.3"	0.803128462973759	5.09277609074327	1.16398713403298	0.280640176099089	0.533660651512346
"CDS:b4246:pyrL:pyrBI_operon_leader_peptide:cds4163:-:134:NC_000913.3"	-1.10709761271631	4.15221226040872	1.16329541734651	0.280783146876128	0.533660934110037
"CDS:b0732:mngB:alpha-mannosidase:cds719:+:2633:NC_000913.3"	0.870502996978122	4.90891052666251	1.16282467963905	0.280880496148375	0.533660934110037
"CDS:b1329:mppA:murein_tripeptide_28L-ala-gamma-D-glutamyl-meso-DAP29_transporter_subunit:cds1315:+:1613:NC_000913.3"	-0.686325919907502	7.17980335351574	1.15890061951926	0.28169365898566	0.534977188261656
"CDS:b3250:mreC:cell_wall_structural_complex_MreBCD_transmembrane_component_MreC:cds3193:-:1103:NC_000913.3"	0.634823051907908	6.23601151094876	1.15805163147573	0.28186998168166	0.535083382568687
"CDS:b0040:caiT:putative_transporter:cds38:-:1514:NC_000913.3"	1.44957583845081	3.39538869975641	1.15675220462604	0.282140124364084	0.535367511816391
"CDS:b0532:sfmD:putative_outer_membrane_export_usher_protein:cds522:+:2603:NC_000913.3"	1.4067405174324	3.67550207793049	1.15279998158911	0.28296378161961	0.536361260652589
"CDS:b0552:insH1:IS5_transposase_and_trans-activator:cds545:-:1016:NC_000913.3"	0.63650198615222	7.45583356389663	1.15193903361568	0.283143609594061	0.536361260652589
"CDS:b1086:rluC:23S_rRNA_pseudouridine289552C25042C258029_synthase:cds1063:+:959:NC_000913.3"	-0.62907347738805	6.23858104723845	1.15162982692419	0.283208229532342	0.536361260652589
"CDS:b0638:cobC:putative_alpha-ribazole-527-P_phosphatase:cds634:-:611:NC_000913.3"	0.920798360344387	4.15998185895964	1.1516035749549	0.283213716691873	0.536361260652589
"CDS:b1874:cutC:copper_homeostasis_protein:cds1866:-:746:NC_000913.3"	-0.843619649624888	7.48275189085875	1.15131533587503	0.283273972978116	0.536361260652589
"CDS:b4295:yjhU:putative_DNA-binding_transcriptional_regulator3B_KpLE2_phage-like_element:cds4209:-:986:NC_000913.3"	-0.614500195304527	7.1263233536654	1.15077012843903	0.283387992802043	0.536361260652589
"CDS:b3173:yhbX:putative_EptAB_family_phosphoethanolamine_transferase2C_inner_membrane_protein:cds3118:-:1625:NC_000913.3"	-1.22593425176784	3.65159261640603	1.14946429502471	0.283661319497734	0.536650022923768
"CDS:b1485:ddpC:D-ala-D-ala_transporter_subunit:cds1471:-:896:NC_000913.3"	1.58185524427974	3.03310412793387	1.14695793994023	0.284186865888071	0.53709179943066
"CDS:b0591:entS:enterobactin_exporter2C_iron-regulated:cds588:+:1250:NC_000913.3"	1.50435294839759	3.9307604867627	1.14686113073702	0.284207190108141	0.53709179943066
"CDS:b0340:cynS:cyanate_aminohydrolase:cds336:+:470:NC_000913.3"	1.27172834468096	2.58906151806112	1.14616567545808	0.284353248829571	0.53709179943066
"CDS:b2711:norW:NADH,flavorubredoxin_oxidoreductase:cds2673:+:1133:NC_000913.3"	1.30193208013016	2.7225338360692	1.14604661293197	0.284378263739951	0.53709179943066
"CDS:b1320:ycjW:LacI_family_putative_transcriptional_repressor:cds1304:-:998:NC_000913.3"	-0.980977172491006	4.64726399460908	1.14475856842874	0.284649058888413	0.53737485883607
"CDS:b0082:rsmH:16S_rRNA_m28429C1402_methyltransferase2C_SAM-dependent:cds79:+:941:NC_000913.3"	-0.622186140060064	7.43320630864579	1.14332991200303	0.28494979837326	0.537574474823823
"CDS:b2998:yghW:DUF2623_family_protein:cds2951:-:287:NC_000913.3"	-1.4189331672787	3.24049134236943	1.14234927270626	0.285156461158044	0.537574474823823
"CDS:b3938:metJ:transcriptional_repressor2C_S-adenosylmethionine-binding:cds3865:-:317:NC_000913.3"	-0.620384242980914	6.70937163125244	1.14232683755513	0.285161191430824	0.537574474823823
"CDS:b3458:livK:leucine_transporter_subunit:cds3393:-:1109:NC_000913.3"	1.04319667036036	4.09494532769223	1.14077390975888	0.285488855884684	0.537574474823823
"CDS:b1069:murJ:putative_peptidoglycan_lipid_II_flippase:cds1046:+:1535:NC_000913.3"	-0.794818383441128	5.26136092620916	1.14076759869002	0.285490188480895	0.537574474823823
"CDS:b3321:rpsJ:30S_ribosomal_subunit_protein_S10:cds3258:-:311:NC_000913.3"	0.75484045544227	10.3725976863424	1.13989586925459	0.285674331940899	0.537574474823823
"CDS:b3115:tdcD:propionate_kinase2Facetate_kinase_C2C_anaerobic:cds3062:-:1208:NC_000913.3"	0.995938965128896	9.23727228219909	1.13911808955115	0.285838756768098	0.537574474823823
"CDS:b2127:mlrA:transcriptional_activator_of_csgD_and_csgBA:cds2110:+:731:NC_000913.3"	0.97047728638543	4.56544760066894	1.13802643574532	0.286069738110554	0.537574474823823
"CDS:b3669:uhpA:response_regulator_in_two-component_regulatory_system_wtih_UhpB:cds3616:-:590:NC_000913.3"	-1.0154028192049	4.35112483483651	1.13798930853401	0.286077597964807	0.537574474823823
"CDS:b1144:ymfJ:e14_prophage3B_uncharacterized_protein:cds1120:-:308:NC_000913.3"	1.32598629130497	2.86922644664701	1.13738111333474	0.286206392311694	0.537574474823823
"CDS:b4304:sgcC:putative_PTS_system_EIIC_permease_component:cds4218:-:1313:NC_000913.3"	1.32598629130497	2.86922644664701	1.13738111333474	0.286206392311694	0.537574474823823
"ncRNA:agrB:rna126:+:83:NC_000913.3"	1.32598629130497	2.86922644664701	1.13738111333474	0.286206392311694	0.537574474823823
"CDS:b0439:lon:DNA-binding_ATP-dependent_protease_La:cds431:+:2354:NC_000913.3"	0.75938512958097	9.74233538959739	1.13660740148124	0.286370343673534	0.537647407331773
"CDS:b1111:ycfQ:repressor_for_bhsA28ycfR29:cds1088:-:632:NC_000913.3"	-0.757509351397385	5.33081187556273	1.13605634127924	0.286487187345103	0.537647407331773
"CDS:b2076:mdtC:multidrug_efflux_system2C_subunit_C:cds2062:+:3077:NC_000913.3"	0.912319847232148	4.87884860434385	1.13541801897695	0.286622609268221	0.537674493705349
"CDS:b3597:yibH:putative_membrane_fusion_protein_28MFP29_component_of_efflux_pump:cds3542:-:1136:NC_000913.3"	1.40511418486194	3.40796932925149	1.13463657657011	0.286788505245827	0.537707341147568
"CDS:b1831:proQ:RNA_chaperone2C_putative_ProP_translation_regulator:cds1822:-:698:NC_000913.3"	0.606521704950027	8.30669277292826	1.13391673751228	0.286941431109286	0.537707341147568
"CDS:b3650:spoT:bifunctional_28p29ppGpp_synthetase_II2F_guanosine-3272C527-bis_pyrophosphate_327-pyrophosphohydrolase:cds3596:+:2108:NC_000913.3"	0.605293148855733	8.23449490072304	1.13362655411209	0.287003108281285	0.537707341147568
"CDS:b2824:ygdB:DUF2509_family_protein:cds2783:-:407:NC_000913.3"	1.2544531147923	2.89169940915092	1.12992405318644	0.287791539055415	0.538824833179623
"CDS:b2197:ccmE:periplasmic_heme_chaperone:cds2180:-:479:NC_000913.3"	1.05769155383828	4.76970769494747	1.12968720312287	0.287842068849781	0.538824833179623
"CDS:b4336:yjiN:zinc-type_alcohol_dehydrogenase-like_protein:cds4254:-:1280:NC_000913.3"	1.03783520001022	4.57426568146301	1.12906917491669	0.287973972652169	0.538844772406837
"CDS:b1930:yedF:putative_TusA_family_sulfurtransferase:cds1919:+:233:NC_000913.3"	-0.986280706103849	4.10642534820876	1.12526070419589	0.288788501614906	0.540141456724176
"CDS:b0751:pnuC:nicotinamide_riboside_transporter:cds732:+:719:NC_000913.3"	-0.847243347339327	4.82870605984414	1.12433497196817	0.288986933512403	0.540285205102701
"CDS:b0689:ybfP:lipoprotein:cds675:+:494:NC_000913.3"	1.19084215413301	2.81194854511194	1.123058192241	0.289260897790746	0.540559930314392
"CDS:b3050:yqiJ:DUF1449_family_inner_membrane_protein:cds2998:+:629:NC_000913.3"	-1.03620159609468	4.69730746707428	1.12211925425055	0.289462580940961	0.540559930314392
"CDS:b3107:yhaL:uncharacterized_protein:cds3056:+:164:NC_000913.3"	-0.699531642671757	5.90638819436689	1.12195075890176	0.289498792562613	0.540559930314392
"CDS:b3163:nlpI:lipoprotein_involved_in_osmotic_sensitivity_and_filamentation:cds3109:-:884:NC_000913.3"	-0.679380335196112	10.313547495221	1.11961294205304	0.290001812787092	0.541262012954725
"CDS:b3414:nfuA:Fe2FS_biogenesis_protein3B_putative_scaffold2Fchaperone_for_damaged_Fe2FS_proteins:cds3351:+:575:NC_000913.3"	0.674806305273768	7.24742660908906	1.11907189061287	0.290118387681853	0.541262012954725
"CDS:b1610:tus:inhibitor_of_replication_at_Ter2C_DNA-binding_protein:cds1598:+:929:NC_000913.3"	-0.809201462258409	4.97359283392975	1.1175769205449	0.290440804475789	0.541636145652709
"CDS:b3633:waaA:3-deoxy-D-manno-octulosonic-acid_transferase_28KDO_transferase29:cds3579:+:1277:NC_000913.3"	-0.620815023206954	6.24201171325938	1.11665847558392	0.290639109962003	0.541721455427226
"CDS:b0177:bamA:BamABCDE_complex_OM_biogenesis_outer_membrane_pore-forming_assembly_factor:cds171:+:2432:NC_000913.3"	0.658835661969665	9.61615357005092	1.11623617327379	0.290730349053541	0.541721455427226
"CDS:b2364:dsdC:dsd_operon_activator3B_autorepressor:cds2348:-:935:NC_000913.3"	-0.897723158528362	5.36291707112094	1.11431974095025	0.291144856702421	0.541951979231287
"CDS:b0706:ybfD:H_repeat-associated_putative_transposase:cds694:+:761:NC_000913.3"	1.51879102535876	2.27611619745429	1.11397306395447	0.291219920433014	0.541951979231287
"CDS:b3875:ompL:outer_membrane_porin_L:cds3803:-:692:NC_000913.3"	1.51879102535876	2.27611619745429	1.11397306395447	0.291219920433014	0.541951979231287
"CDS:b3671:ilvB:acetolactate_synthase_2_large_subunit:cds3618:-:1688:NC_000913.3"	-0.843063626907796	5.69234889861459	1.1095199102366	0.292186333194535	0.543331620016801
"CDS:b2981:yghO:glycolate-inducible_glc_operon_transcriptional_repressor3B_autorepressor:cds2934:-:1100:NC_000913.3"	1.42910336132759	2.94717771087652	1.10862910276533	0.292380145391741	0.543331620016801
"CDS:b3227:dcuD:putative_transporter:cds3171:+:1367:NC_000913.3"	1.42910336132759	2.94717771087652	1.10862910276533	0.292380145391741	0.543331620016801
"CDS:b1921:fliZ:RpoS_antagonist3B_putative_regulator_of_FliA_activity:cds1910:-:551:NC_000913.3"	-2.10140811653036	4.61358486202544	1.10781358650515	0.292557720563595	0.543331620016801
"CDS:b2287:nuoB:NADH,ubiquinone_oxidoreductase2C_chain_B:cds2271:-:662:NC_000913.3"	0.720753401371387	7.70167215611062	1.10774535114999	0.292572584766023	0.543331620016801
"CDS:b3261:fis:global_DNA-binding_transcriptional_dual_regulator:cds3205:+:296:NC_000913.3"	-0.636166806301293	6.80979541323921	1.10686492123889	0.29276446178402	0.543460847188046
"CDS:b3606:trmL:tRNA_Leu_mC342CmU34_227-O-methyltransferase2C_SAM-dependent:cds3552:+:473:NC_000913.3"	0.935773317147201	3.89564008547376	1.1061758936604	0.292914737606836	0.543512774081328
"CDS:b4112:basS:sensory_histidine_kinase_in_two-component_regulatory_system_with_BasR:cds4029:-:1091:NC_000913.3"	0.763179835841343	4.9709881244989	1.1046774480244	0.293241886751795	0.543726237758468
"CDS:b1227:narI:nitrate_reductase_12C_gamma_28cytochrome_b28NR2929_subunit:cds1210:+:677:NC_000913.3"	-1.62983009115888	7.90265895646768	1.10452827493652	0.293274480627148	0.543726237758468
"CDS:b1529:marC:UPF0056_family_inner_membrane_protein:cds1514:-:665:NC_000913.3"	-0.913148318618142	4.56097826270984	1.10155497788513	0.293925104778289	0.544610432608408
"CDS:b2593:yfiH:UPF0124_family_protein:cds2572:-:731:NC_000913.3"	0.793912633690634	5.33928157165109	1.10122923912361	0.293996495910795	0.544610432608408
"CDS:b1018:efeO:inactive_ferrous_ion_transporter_EfeUOB:cds999:+:1127:NC_000913.3"	1.30970151071553	3.90035276428924	1.09889753032722	0.294508177656263	0.545330975626847
"CDS:b1476:fdnI:formate_dehydrogenase-N2C_cytochrome_B556_28gamma29_subunit2C_nitrate-inducible:cds1462:+:653:NC_000913.3"	1.25269385222609	7.5542717549166	1.09656434670416	0.295021324803834	0.546053630748955
"CDS:b4286:yjhV:IS30_transposase:cds4199:+:329:NC_000913.3"	1.45183130819683	2.80257134261192	1.09546181254944	0.295264208331726	0.546160418883809
"CDS:b0703:rhsO:putative_membrane_protein:cds690:+:1520:NC_000913.3"	1.05873805723409	3.91059199295169	1.09518686970106	0.2953248169617	0.546160418883809
"CDS:b4072:nrfC:formate-dependent_nitrite_reductase2C_4Fe4S_subunit:cds3988:+:671:NC_000913.3"	0.907981595283844	6.06636017302161	1.09164711311802	0.296106549833559	0.547177560663514
"CDS:b3593:rhsA:Rhs_family_protein2C_putative_polymorphic_toxin3B_putative_polysaccharide_synthesis2Fexport_protein3B_putative_neighboring_cell_growth_inhibitor:cds3534:+:4133:NC_000913.3"	0.812850197365863	5.3602977362069	1.09158147957742	0.296121069621006	0.547177560663514
"CDS:b1104:ycfL:uncharacterized_protein:cds1081:+:377:NC_000913.3"	-0.701601942116328	6.10354618296672	1.0894568207951	0.296591591145125	0.547323581480109
"CDS:b1829:htpX:putative_endopeptidase:cds1820:-:881:NC_000913.3"	-0.604705190608401	7.61477648594173	1.08900692583471	0.296691346755982	0.547323581480109
"CDS:b2548:yphF:putative_ABC_superfamily_sugar_transporter_periplasmic-binding_protein:cds2530:-:983:NC_000913.3"	1.33622588963914	2.35295302777201	1.0882381651469	0.296861904405567	0.547323581480109
"CDS:b0427:yajR:putative_transporter:cds419:-:1364:NC_000913.3"	-0.827492811494024	5.22340584016711	1.08740654975091	0.297046548741449	0.547323581480109
"CDS:b0351:mhpF:acetaldehyde-CoA_dehydrogenase_II2C_NAD-binding:cds347:+:950:NC_000913.3"	1.5443626753068	3.36996284068215	1.087288864966	0.297072690307909	0.547323581480109
"CDS:b3613:envC:activator_of_AmiB2CC_murein_hydrolases2C_septal_ring_factor:cds3559:+:1259:NC_000913.3"	0.586874111749501	7.05276770942694	1.08726969630679	0.297076948561783	0.547323581480109
"CDS:b3219:yhcF:putative_transcriptional_regulator:cds3163:+:716:NC_000913.3"	-0.855012002864621	4.70853013006977	1.08710118724861	0.297114385660496	0.547323581480109
"CDS:b4004:zraR:fused_DNA-binding_response_regulator_in_two-component_regulatory_system_with_ZraS,_response_regulator2Fsigma54_interaction_protein:cds3922:+:1325:NC_000913.3"	0.636111580606415	5.98944477791383	1.08678173463725	0.297185374012489	0.547323581480109
"CDS:b1370:insH1:Rac_prophage3B_conserved_protein:cds1356:-:980:NC_000913.3"	0.779362099990995	5.05853322535393	1.08409025043246	0.297784337760387	0.547881286458958
"CDS:b0605:ahpC:alkyl_hydroperoxide_reductase2C_C22_subunit:cds603:+:563:NC_000913.3"	-0.65842417120837	10.672649950012	1.08406830696151	0.297789227435948	0.547881286458958
"CDS:b3655:yicH:putative_inner_membrane-anchored_periplasmic_AsmA_family_protein:cds3601:+:1709:NC_000913.3"	-0.629827575620333	6.94141797668598	1.08320988160532	0.297980591792454	0.547881286458958
"CDS:b3087:ygjR:putative_NAD28P29-dependent_dehydrogenase:cds3036:+:986:NC_000913.3"	-0.591709558550441	8.05749142529414	1.08223349196429	0.298198445425771	0.547881286458958
"CDS:b1542:ydfI:putative_NAD-dependent_D-mannonate_oxidoreductase:cds1528:-:1460:NC_000913.3"	1.17268608092931	3.5063610277263	1.08214232772378	0.298218796583796	0.547881286458958
"CDS:b4234:yjgA:ribosome-associated_UPF0307_family_protein:cds4150:-:551:NC_000913.3"	-0.594142103007729	6.66633948135546	1.08167110523739	0.298324018961389	0.547881286458958
"CDS:b4493:gapC:aldehyde_dehydrogenase_A2C_NAD-linked:cds1403:-:251:NC_000913.3"	1.05515485182153	5.11685746462546	1.08108296521021	0.298455415583515	0.547881286458958
"CDS:b0845:ybjJ:putative_transporter:cds826:-:1208:NC_000913.3"	-0.829344111944187	4.64843975489414	1.08099765382747	0.298474481214477	0.547881286458958
"CDS:b2015:yeeY:LysR_family_putative_transcriptional_regulator:cds1998:-:929:NC_000913.3"	0.856899853425583	4.55288607944511	1.0795823279177	0.298791010869959	0.548177019895043
"CDS:b3932:hslV:peptidase_component_of_the_HslUV_protease:cds3859:-:530:NC_000913.3"	0.826444806631837	7.04512185204225	1.07835406197982	0.299066055533403	0.548177019895043
"CDS:b1504:ydeS:putative_fimbrial-like_adhesin_protein:cds1490:-:530:NC_000913.3"	1.6801201552761	2.0216027969158	1.07766747692799	0.299219943906094	0.548177019895043
"CDS:b4694:yagP:CP4-6_prophage3B_putative_phage_integrase:cds277:-:338:NC_000913.3"	1.6801201552761	2.0216027969158	1.07766747692799	0.299219943906094	0.548177019895043
"CDS:b0080:cra:transcriptional_repressor-activator_for_carbon_metabolism:cds77:+:1004:NC_000913.3"	-0.630318112270073	8.19715889090225	1.07752294560556	0.299252351544864	0.548177019895043
"CDS:b4516:insA:IS1_repressor_TnpA:cds968:+:275:NC_000913.3"	1.16858845827892	3.40746079515899	1.07308073489149	0.300250616179428	0.549779043387465
"CDS:b3072:aer:fused_signal_transducer_for_aerotaxis_sensory_component2Fmethyl_accepting_chemotaxis_component:cds3021:-:1520:NC_000913.3"	-1.14812919454189	5.03264591297921	1.07005194312976	0.300933713376298	0.550577617132517
"CDS:b1822:rlmA:23S_rRNA_m28129G745_methyltransferase2C_SAM-dependent:cds1812:-:809:NC_000913.3"	-0.711557788320716	6.15244930187185	1.06971472209423	0.301009892206889	0.550577617132517
"CDS:b0069:sgrR:transcriptional_DNA-binding_transcriptional_activator_of_sgrS_sRNA:cds66:-:1655:NC_000913.3"	0.744426032971835	5.02748167233372	1.06908756700646	0.301151633762593	0.550577617132517
"CDS:b3908:sodA:superoxide_dismutase2C_Mn:cds3836:+:620:NC_000913.3"	0.649119763474532	9.07128142360602	1.06837764741602	0.30131218452499	0.550577617132517
"CDS:b3616:tdh:L-threonine_3-dehydrogenase2C_NAD28P29-binding:cds3562:-:1025:NC_000913.3"	0.631395275870921	8.41569551311615	1.06801207713357	0.301394902547585	0.550577617132517
"CDS:b3927:glpF:glycerol_facilitator:cds3854:-:845:NC_000913.3"	0.698968621280383	9.1760340156062	1.06785658387119	0.301430095068275	0.550577617132517
"CDS:b0932:pepN:aminopeptidase_N:cds912:+:2612:NC_000913.3"	0.62947934779452	8.89988452389543	1.0668597021571	0.301655843509702	0.550763586095774
"CDS:b0046:kefF:potassium-efflux_system_ancillary_protein_for_KefC2C_glutathione-regulated3B_quinone_oxidoreductase2C_FMN-dependent:cds44:+:530:NC_000913.3"	1.10641621557688	3.8347674767657	1.06499661396611	0.302078333320523	0.551308465411254
"CDS:b4070:nrfA:nitrite_reductase2C_formate-dependent2C_cytochrome:cds3986:+:1436:NC_000913.3"	0.844250079625166	9.01177539733478	1.06364124221338	0.302386168840795	0.55157290149394
"CDS:b2817:amiC:N-acetylmuramoyl-L-alanine_amidase:cds2776:-:1253:NC_000913.3"	-0.615238077241703	6.42652779945844	1.06326603525112	0.3024714583575	0.55157290149394
"CDS:b3833:ubiE:bifunctional_2-octaprenyl-6-methoxy-12C4-benzoquinone_methylase2F_S-adenosylmethionine,2-DMK_methyltransferase:cds3768:+:755:NC_000913.3"	-0.585079287064413	7.71525285164492	1.06267218530662	0.302606511801393	0.551592837754468
"ncRNA:rybB:rna32:-:78:NC_000913.3"	-1.48773001128251	2.89468505384086	1.06108066956759	0.302968838670089	0.55202686307908
"CDS:b2502:ppx:exopolyphosphatase:cds2483:+:1541:NC_000913.3"	0.585421808697252	6.60945444418918	1.05926593034455	0.303382668922896	0.552493336100118
"CDS:b2168:fruK:fructose-1-phosphate_kinase:cds2152:-:938:NC_000913.3"	0.755356182264024	5.35448671301008	1.05886804406785	0.303473499869574	0.552493336100118
"CDS:b0438:clpX:ATPase_and_specificity_subunit_of_ClpX-ClpP_ATP-dependent_serine_protease:cds430:+:1274:NC_000913.3"	0.632711866486601	9.12579001018443	1.05796490128481	0.303679803081821	0.552642524527278
"CDS:b1737:chbC:N2CN27-diacetylchitobiose-specific_enzyme_IIC_component_of_PTS:cds1725:-:1358:NC_000913.3"	-0.906308518496333	4.39289569697925	1.05535337774198	0.30427736939884	0.553436372501771
"ncRNA:micA:rna91:+:77:NC_000913.3"	-1.37979103159375	2.87231668205355	1.05497053981069	0.304365097748499	0.553436372501771
"CDS:b0342:lacA:thiogalactoside_acetyltransferase:cds338:-:611:NC_000913.3"	-1.66474753391088	2.45875279862618	1.05423218019718	0.304534387268758	0.553517716573562
"CDS:b1093:fabG:3-oxoacyl-5Bacyl-carrier-protein5D_reductase:cds1070:+:734:NC_000913.3"	0.646378751700156	9.74770923539584	1.05262966776457	0.304902227213095	0.553959729245705
"CDS:b4469:ygiQ:Radical_SAM_superfamily_protein:cds2965:-:2219:NC_000913.3"	0.794508400708874	5.80541528850128	1.04617215088088	0.306390324921998	0.556242069286562
"CDS:b0448:mdlA:putative_multidrug_transporter_subunit_of_ABC_superfamily2C_ATP-binding_component:cds440:+:1772:NC_000913.3"	-0.890179095307882	5.01512759304001	1.04590736064269	0.306451544917828	0.556242069286562
"CDS:b0834:yliF:putative_membrane-anchored_diguanylate_cyclase:cds815:+:1328:NC_000913.3"	-1.07966265866782	3.64339611234028	1.04471408241589	0.306727629895865	0.556242069286562
"CDS:b0127:yadG:putative_ABC_superfamily_transporter_ATP-binding_subunit:cds122:+:926:NC_000913.3"	0.720500137406458	5.21298956157798	1.04388136207797	0.306920484815005	0.556242069286562
"CDS:b3825:pldB:lysophospholipase_L2:cds3760:+:1022:NC_000913.3"	-0.587522667862438	6.46304126955398	1.0436105418998	0.30698323964124	0.556242069286562
"CDS:b3298:rpsM:30S_ribosomal_subunit_protein_S13:cds3235:-:356:NC_000913.3"	0.712704853010027	10.706498168399	1.04342524102833	0.307026187404224	0.556242069286562
"CDS:b1248:yciU:UPF0263_family_protein:cds1227:-:329:NC_000913.3"	-0.754448582137676	5.24319506240102	1.04338891570473	0.307034607551741	0.556242069286562
"CDS:b0123:cueO:multicopper_oxidase_28laccase29:cds118:+:1550:NC_000913.3"	0.750431485193037	5.44410367968848	1.04228070183525	0.307291633646403	0.556289636935336
"CDS:b3583:sgbE:L-ribulose-5-phosphate_4-epimerase:cds3522:+:695:NC_000913.3"	1.14904183160742	2.79812857141619	1.04219630399968	0.307311219324088	0.556289636935336
"CDS:b0685:ybfE:LexA-regulated_protein2C_CopB_family:cds671:-:293:NC_000913.3"	-0.952871507029145	4.42704808975496	1.04074630069237	0.30764796562915	0.556399546964726
"CDS:b3077:ebgC:evolved_beta-D-galactosidase2C_beta_subunit3B_cupin_superfamily:cds3026:+:449:NC_000913.3"	-1.23585035628747	3.18188606304679	1.04036806037057	0.307735886260452	0.556399546964726
